Season Number,Episode Number,Startup Name,Pitch Number,Season Start,Season End,Original Air Date,Industry,Business Description,Company Website,UK Viewership,Channel Name,Pitchers Gender,Pitchers Average Age,Pitchers City,Pitchers State,Entrepreneur Names,Multiple Entrepreneurs,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Deal Successful,Total Deal Amount,Total Deal Equity,Deal Valuation,Number of Dragons in Deal,Investment Amount Per Dragon,Equity Per Dragon,Royalty Deal,Advisory Shares Equity,Loan,Deal Has Conditions,Peter Jones Investment Amount,Peter Jones Investment Equity,Deborah Meaden Investment Amount,Deborah Meaden Investment Equity,Duncan Bannatyne Investment Amount,Duncan Bannatyne Investment Equity,Theo Paphitis Investment Amount,Theo Paphitis Investment Equity,Touker Suleyman Investment Amount,Touker Suleyman Investment Equity,Sara Davies Investment Amount,Sara Davies Investment Equity,Guest Investment Amount,Guest Investment Equity,Invested Guest Name,Peter Jones Present,Deborah Meaden Present,Duncan Bannatyne Present,Theo Paphitis Present,Touker Suleyman Present,Sara Davies Present,Guest Present
5,7,TheMacStrap,318,15-Oct-07,25-Dec-07,3-Dec-07,Electronics,Solar charging portal for outdoor electrical devices,,3.14,BBC Two,,,,,Roark McMaster,0,60000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
5,8,DolphinAlarms,319,15-Oct-07,25-Dec-07,10-Dec-07,Fitness/Sports/Outdoors,Alarms for swimming pools,,3.58,BBC Two,,,,,John Barstead and Mark Tracy,1,150000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
5,8,ElectroExpo,320,15-Oct-07,25-Dec-07,10-Dec-07,Electronics,Plastic housing that protects cable connections,,3.58,BBC Two,,,,,Peter Moule,0,150000,32,468750,1,1,1,150000,32,468750,2,75000,16,,,,,,,,,75000,16,,,,,,,75000,16,JamesCaan,1,1,1,1,,,1
5,8,HappyHorse,321,15-Oct-07,25-Dec-07,10-Dec-07,Fitness/Sports/Outdoors,Breathable open-cell saddle pad for horse riders,,3.58,BBC Two,,,,,Aline Holmes,0,95000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
5,8,Infra-redhanddryer,322,15-Oct-07,25-Dec-07,10-Dec-07,Lifestyle/Home,Hand-dryer using infra-red heat,,3.58,BBC Two,,,,,Matthew White,0,100000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
5,8,MagneticConnection,323,15-Oct-07,25-Dec-07,10-Dec-07,Lifestyle/Home,Magnetic fitting for light-bulbs,,3.58,BBC Two,,,,,Amthony Clough,0,165000,10,1650000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
5,8,MrStripey,324,15-Oct-07,25-Dec-07,10-Dec-07,Food and Beverage,Six striped flavoured ice cream,,3.58,BBC Two,,,,,Jon Hemmings,0,60000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
5,8,Seraphina,325,15-Oct-07,25-Dec-07,10-Dec-07,Health/Wellness,Elasticated girdle for pregnant women,,3.58,BBC Two,,,,,Peter Caddick and Deborah Coates,1,75000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
5,8,TingoTang,326,15-Oct-07,25-Dec-07,10-Dec-07,Lifestyle/Home,Jewellery indicating single people,,3.58,BBC Two,,,,,Clare Sagar and Gill Kirtland,1,100000,20,500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
5,8,Whatsyatag,327,15-Oct-07,25-Dec-07,10-Dec-07,Health/Wellness,Leisurewear with ciphered language,,3.58,BBC Two,,,,,Barry Halliday,0,100000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
5,9,AboutTime,328,15-Oct-07,25-Dec-07,18-Dec-07,Media/Entertainment,Board game based on trivial questions,,3.42,BBC Two,,,,,Iain McGill and Joe Gill,1,40000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
5,9,BlackHole,329,15-Oct-07,25-Dec-07,18-Dec-07,Media/Entertainment,Board game based on Word Game,,3.42,BBC Two,,,,,John and Fiona Chambers,1,60000,20,300000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
5,9,LoveUnzipped,330,15-Oct-07,25-Dec-07,18-Dec-07,Media/Entertainment,Adult board game for singles,,3.42,BBC Two,,,,,Suzanne Colbert,0,60000,30,200000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
5,9,RedButtonDesign,331,15-Oct-07,25-Dec-07,18-Dec-07,Uncertain/Other,"water transport, sanitation and storage device",,3.42,BBC Two,,,,,Amanda Jones and James Brown,1,50000,10,500000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
5,9,TidyTreeSack,332,15-Oct-07,25-Dec-07,18-Dec-07,Lifestyle/Home,Fold-away bag for Christmas trees,,3.42,BBC Two,,,,,Tim Lloyd,0,150000,40,375000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,1,AirOasisLtd,333,21-Jul-08,8-Sep-08,21-Jul-08,Business Services,Water created by air particles,,3.85,BBC Two,,,,,Barry Ritchie and Paul Lobo,1,125000,10,1250000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,1,BabyStation,334,21-Jul-08,8-Sep-08,21-Jul-08,Children/Education,Infant chair with increased cushions and toys,,3.85,BBC Two,,,,,Albert Jimenez and Kate Ingram,1,150000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,1,D4MLtd,335,21-Jul-08,8-Sep-08,21-Jul-08,Business Services,Events management company,,3.85,BBC Two,,,,,Julia Charles and Amy Goldthorpe,1,75000,40,187500,1,1,1,75000,40,187500,2,37500,20,,,,,,,,,37500,20,,,,,,,37500,20,JamesCaan,1,1,1,1,,,1
6,1,Gradulicious,336,21-Jul-08,8-Sep-08,21-Jul-08,Software/Tech,Social networking for graduates,,3.85,BBC Two,,,,,Matt Keppell,0,70000,13,538462,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,1,Hamfatter,337,21-Jul-08,8-Sep-08,21-Jul-08,Media/Entertainment,music band,,3.85,BBC Two,,,,,Jamie Turner,0,75000,30,250000,1,1,1,75000,30,250000,1,75000,30,,,,,75000,30,,,,,,,,,,,,,,1,1,1,1,,,
6,1,LaylineBedSheets,338,21-Jul-08,8-Sep-08,21-Jul-08,Lifestyle/Home,Bed sheet with line determining space for each sleeper,,3.85,BBC Two,,,,,Jon Foster-Smith and Rose Adams,1,50000,20,250000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,1,LeenonLtd,339,21-Jul-08,8-Sep-08,21-Jul-08,Fitness/Sports/Outdoors,Travel pillow with non-slip attachment,,3.85,BBC Two,,,,,Matthew Ryan,0,81000,5,1620000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,1,ParalysedPanels,340,21-Jul-08,8-Sep-08,21-Jul-08,Fitness/Sports/Outdoors,Photogenic garden fences,,3.85,BBC Two,,,,,Craig Hulson and Greg Pearson,1,85000,20,425000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,1,Strike-Trainer,341,21-Jul-08,8-Sep-08,21-Jul-08,Fitness/Sports/Outdoors,Hi-tech punching bag,,3.85,BBC Two,,,,,Barry Piorkowski,0,100000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,2,BabyonBoard'LightSign,342,21-Jul-08,8-Sep-08,28-Jul-08,Lifestyle/Home,Light up 'baby on board' sign,,3.29,BBC Two,,,,,Amanda Asharka Iqo,0,90000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,2,BoosterBlades,343,21-Jul-08,8-Sep-08,28-Jul-08,Lifestyle/Home,Roller blades with a pedal,,3.29,BBC Two,,,,,Robert Read and Bryan Rawlings,1,150000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,2,CarbonSix,344,21-Jul-08,8-Sep-08,28-Jul-08,Children/Education,Tokens system limiting time children watch TV,,3.29,BBC Two,,,,,Richard Mire,0,150000,15,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,2,ChillyBilly,345,21-Jul-08,8-Sep-08,28-Jul-08,Food and Beverage,Fruit made ice lolly,,3.29,BBC Two,,,,,Jeremy and Alexia Benson,1,150000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,2,DiamondGeezer,346,21-Jul-08,8-Sep-08,28-Jul-08,Fashion/Beauty,Online jewellery retailer,,3.29,BBC Two,,,,,Clive Billing,0,255000,40,637500,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,2,GreetMeEatMe,347,21-Jul-08,8-Sep-08,28-Jul-08,Pet Products,Edible greetings cards for dogs,,3.29,BBC Two,,,,,Paul Hartley and Enid Denley,1,20000,10,200000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,2,ImpactItemsLtd,348,21-Jul-08,8-Sep-08,28-Jul-08,Uncertain/Other,Glazed putty with multi-purpose use,,3.29,BBC Two,,,,,Jeremy Whitticase,0,75000,15,500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,2,Neurotica,349,21-Jul-08,8-Sep-08,28-Jul-08,Fashion/Beauty,Fashion designer,,3.29,BBC Two,,,,,Victoria McGrane,0,56000,35,160000,1,1,1,75000,35,214286,1,75000,35,,,,,75000,35,,,,,,,,,,,,,,1,1,1,1,,,
6,2,SaboteurCrimePrevention,350,21-Jul-08,8-Sep-08,28-Jul-08,Electronics,Electronic vision and sound projection devices,,3.29,BBC Two,,,,,Samantha Gore,0,275000,10,2750000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,3,BarbeSkew,351,21-Jul-08,8-Sep-08,4-Aug-08,Food and Beverage,Rotisserie barbecue grill,,3.74,BBC Two,,,,,Ed Wray,0,180000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,3,DDNLtd,352,21-Jul-08,8-Sep-08,4-Aug-08,Automotive,Misfuelling prevention device,,3.74,BBC Two,,,,,Michael Cotton,0,250000,25,1000000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,3,LightEmotions,353,21-Jul-08,8-Sep-08,4-Aug-08,Business Services,Glow in the dark products,,3.74,BBC Two,,,,,Ming Yun,0,40000,30,133333,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,3,MonkeyTrunks,354,21-Jul-08,8-Sep-08,4-Aug-08,Media/Entertainment,US based adventure park,,3.74,BBC Two,,,,,Hazel Ives,0,100000,20,500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,3,RoadkillToys,355,21-Jul-08,8-Sep-08,4-Aug-08,Children/Education,Soft toys designed on road kill animals,,3.74,BBC Two,,,,,Adam Arber and Charlie Branson,1,50000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,3,ShoesGaloreLtd,356,21-Jul-08,8-Sep-08,4-Aug-08,Lifestyle/Home,Clothes sales for events,,3.74,BBC Two,,,,,Lesley Ann-Simmons,0,100000,30,333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,3,VeryPC,357,21-Jul-08,8-Sep-08,4-Aug-08,Green/CleanTech,Eco-friendly low energy PCs,,3.74,BBC Two,,,,,Peter Hopton,0,250000,5,5000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,4,BuggyBoot,358,21-Jul-08,8-Sep-08,11-Aug-08,Business Services,Storage solution for pushchairs,,3.73,BBC Two,,,,,Charlotte Evans and Caroyln Jarvis,1,80000,30,266667,1,1,1,80000,30,266667,1,80000,30,,,,,,,80000,30,,,,,,,,,,,,1,1,1,1,,,
6,4,Navspy,359,21-Jul-08,8-Sep-08,11-Aug-08,Software/Tech,Website tracking mobile phone signals,,3.73,BBC Two,,,,,Giancarlo Calderini,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,4,PooPod,360,21-Jul-08,8-Sep-08,11-Aug-08,Pet Products,Dog handle with scooping container,,3.73,BBC Two,,,,,Sue Bell,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,4,Rapstrap,361,21-Jul-08,8-Sep-08,11-Aug-08,Green/CleanTech,Waste-free cable-tie,,3.73,BBC Two,,,,,Andrew Harsley,0,150000,50,300000,1,1,1,150000,50,300000,2,75000,25,,,,,,,,,75000,25,,,,,,,75000,25,JamesCaan,1,1,1,1,,,1
6,4,ReallyFreshOliveOilClub,362,21-Jul-08,8-Sep-08,11-Aug-08,Business Services,Subscription to fresh olive oils,,3.73,BBC Two,,,,,Michael North,0,50000,10,500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,4,RobertHall,363,21-Jul-08,8-Sep-08,11-Aug-08,Fitness/Sports/Outdoors,Investment to launch Robert Hall's racing career,,3.73,BBC Two,,,,,Robert and David Hall,1,50000,40,125000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,4,S-Brief,364,21-Jul-08,8-Sep-08,11-Aug-08,Health/Wellness,Men's enhancing underwear,,3.73,BBC Two,,,,,Brian James,0,50000,20,250000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,4,TheArticulateGallery,365,21-Jul-08,8-Sep-08,11-Aug-08,Children/Education,3D photo frames for children's artwork,,3.73,BBC Two,,,,,Colin and Eona Gilchris,1,40000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,4,VisorVisionHelmetsLtd,366,21-Jul-08,8-Sep-08,11-Aug-08,Electronics,Motorcycle visor with electronic screen swipe,,3.73,BBC Two,,,,,Mark Huyton,0,50000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,5,AirHeadHardHats,367,21-Jul-08,8-Sep-08,18-Aug-08,Lifestyle/Home,Personalised construction hard harts,,3.84,BBC Two,,,,,Andrew Cunningham,0,150000,25,600000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,5,BreakDownVisibility,368,21-Jul-08,8-Sep-08,18-Aug-08,Automotive,High visibility car safety vest,,3.84,BBC Two,,,,,Bilfer Ecin,0,50000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,5,FB1,369,21-Jul-08,8-Sep-08,18-Aug-08,Business Services,Glass hair cutting blade,,3.84,BBC Two,,,,,Frank Bisson,0,100000,5,2000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,5,Glowkids,370,21-Jul-08,8-Sep-08,18-Aug-08,Children/Education,High visibility clothing for children,,3.84,BBC Two,,,,,Caroline King,0,70000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,5,HedgehogGolfCompany,371,21-Jul-08,8-Sep-08,18-Aug-08,Fitness/Sports/Outdoors,Wheel-guard for golf trolleys,,3.84,BBC Two,,,,,Frank Hauser and Dennis Lantsbury,1,150000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,5,iFoodTV,372,21-Jul-08,8-Sep-08,18-Aug-08,Food and Beverage,Online collection of video recipes and cooking shows,,3.84,BBC Two,,,,,Niall Harbison and Sean Fee,1,100000,10,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,5,LoopMachine,373,21-Jul-08,8-Sep-08,18-Aug-08,Software/Tech,Music creation software operated by the Nintendo Wii,,3.84,BBC Two,,,,,Yann Seznec,0,150000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,5,MagicWhiteboard,374,21-Jul-08,8-Sep-08,18-Aug-08,Children/Education,Portable whiteboard in the form of a roll,,3.84,BBC Two,,,,,Neil and Laura Westwood,1,100000,40,250000,1,1,1,100000,40,250000,2,50000,20,,,,,,,50000,20,,,50000,20,,,,,,,,1,1,1,1,,,
6,5,PlanitProducts,375,21-Jul-08,8-Sep-08,18-Aug-08,Lifestyle/Home,Toastabags,,3.84,BBC Two,,,,,Guy Unwin and Caroline Kavanagh,1,200000,40,500000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,6,3GDatingAgency,376,21-Jul-08,8-Sep-08,25-Aug-08,Software/Tech,Dating website accessed via QR code,,3.62,BBC Two,,,,,Romi Parmer,0,50000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,6,BlowMe,377,21-Jul-08,8-Sep-08,25-Aug-08,Liquor/Alcohol,Alcohol breath testing,,3.62,BBC Two,,,,,Sam Rose,0,75000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,6,E-Z-C,378,21-Jul-08,8-Sep-08,25-Aug-08,Lifestyle/Home,High-visibility luggage label,,3.62,BBC Two,,,,,Ian Mann,0,200000,20,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,6,GuyPortelliSculptureStudio,379,21-Jul-08,8-Sep-08,25-Aug-08,Lifestyle/Home,Collection of 18 sculptures,,3.62,BBC Two,,,,,Guy Portelli,0,70000,25,280000,1,1,1,80000,25,320000,3,26666.66667,8.333333333,,,,,26666.66667,8.333333333,,,,,26666.66667,8.333333333,,,,,26666.66667,8.333333333,JamesCaan,1,1,1,1,,,1
6,6,InchwormShoes,380,21-Jul-08,8-Sep-08,25-Aug-08,Lifestyle/Home,Extendable soles for shoes,,3.62,BBC Two,,,,,Daniel Rodgers,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,6,JuliettesInteriors,381,21-Jul-08,8-Sep-08,25-Aug-08,Lifestyle/Home,Luxury furniture fittings,,3.62,BBC Two,,,,,Juliette Thomas,0,106000,20,530000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,6,LadderboxUK,382,21-Jul-08,8-Sep-08,25-Aug-08,Lifestyle/Home,Portable toolbox attaching to ladders,,3.62,BBC Two,,,,,Geoff and Robert Hill,1,100000,15,666667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,6,MagicPizza,383,21-Jul-08,8-Sep-08,25-Aug-08,Food and Beverage,Device designed to eliminate a 'soggy middle',,3.62,BBC Two,,,,,Raymond Smith,0,50000,30,166667,1,1,1,50000,30,166667,2,25000,15,,,,,25000,15,,,,,25000,15,,,,,,,,1,1,1,1,,,
6,6,NodOff,384,21-Jul-08,8-Sep-08,25-Aug-08,Software/Tech,Meditating tutorial language system,,3.62,BBC Two,,,,,Caroline Smart,0,30000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,7,BabyGo,385,21-Jul-08,8-Sep-08,1-Sep-08,Green/CleanTech,Individual disposable nappy packets,,3.95,BBC Two,,,,,Elizabeth Pimm,0,120000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,7,Blindsinabox,386,21-Jul-08,8-Sep-08,1-Sep-08,Lifestyle/Home,"Temporary, easy-to-install blind",,3.95,BBC Two,,,,,"Dominic Lawrence, Simeone Salik and Janice Dalton",1,40000,50,80000,1,1,1,40000,50,80000,2,20000,25,,,,,,,,,20000,25,,,,,,,20000,25,JamesCaan,1,1,1,1,,,1
6,7,CareerMole,387,21-Jul-08,8-Sep-08,1-Sep-08,Software/Tech,Recruitment website with direct contact to current employees,,3.95,BBC Two,,,,,Christian Hall and Oliver Perry,1,50000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,7,DiscreteHeat,388,21-Jul-08,8-Sep-08,1-Sep-08,Fitness/Sports/Outdoors,Heating system behind skirting boards,,3.95,BBC Two,,,,,Martin Wadsworth,0,150000,10,1500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,7,EasyShelf,389,21-Jul-08,8-Sep-08,1-Sep-08,Lifestyle/Home,Shelf designed to hold shaving and mobile devices whilst charging,,3.95,BBC Two,,,,,John and Gerald Abraham,1,40000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,7,Luckner'sAuctioneers,390,21-Jul-08,8-Sep-08,1-Sep-08,Software/Tech,Online auction house,,3.95,BBC Two,,,,,Simon and Gaby Luckner,1,150000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,7,PoppitOut,391,21-Jul-08,8-Sep-08,1-Sep-08,Food and Beverage,Ice cream flavours and containers,,3.95,BBC Two,,,,,Paul Sonabend and John Pepperell,1,150000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,7,TinyBox,392,21-Jul-08,8-Sep-08,1-Sep-08,Green/CleanTech,Unique recycled packaging company,,3.95,BBC Two,,,,,Christian Richardson and Rachel Watkyn,1,53000,40,132500,1,1,1,60000,40,150000,2,30000,20,,,,,30000,20,,,,,30000,20,,,,,,,,1,1,1,1,,,
6,7,TinyDeol.com,393,21-Jul-08,8-Sep-08,1-Sep-08,Food and Beverage,Fat free curry sauces,,3.95,BBC Two,,,,,Tiny Deol,0,52000,15,346667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,8,BabyLovesDisco,394,21-Jul-08,8-Sep-08,8-Sep-08,Children/Education,Organised children's party planning,,3.89,BBC Two,,,,,Andy Hurwitz and Naomi Timperley,1,100000,40,250000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,8,BeyondBoyle,395,21-Jul-08,8-Sep-08,8-Sep-08,Business Services,Hospitality business/corporate team,,3.89,BBC Two,,,,,Simon Boyle,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,8,ProWasteManagementServices,396,21-Jul-08,8-Sep-08,8-Sep-08,Green/CleanTech,Construction waste recycling service,,3.89,BBC Two,,,,,Paul Tinton,0,200000,40,500000,1,1,1,200000,40,500000,2,100000,20,,,,,,,100000,20,100000,20,,,,,,,,,,1,1,1,1,,,
6,8,RoadRefresher,397,21-Jul-08,8-Sep-08,8-Sep-08,Pet Products,Splash proof dog bowl,,3.89,BBC Two,,,,,Natalie Ellis,0,120000,15,800000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
6,8,Superspout,398,21-Jul-08,8-Sep-08,8-Sep-08,Uncertain/Other,Fuel can nozzle with automatic stop,,3.89,BBC Two,,,,,David Holdsworth,0,80000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,1,AntiWrinkleHat,399,15-Jul-09,2-Sep-09,15-Jul-09,Fashion/Beauty,Headband to stop wrinkles,,3.18,BBC Two,,,,,Russ Besseta Rusool,0,115000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,1,Apocalypse,400,15-Jul-09,2-Sep-09,15-Jul-09,Media/Entertainment,Interactive live horror entertainment,,3.18,BBC Two,,,,,Alan Mandel Butler,0,200000,20,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,1,HappyCatCollar,401,15-Jul-09,2-Sep-09,15-Jul-09,Pet Products,Nylon wire collar for cats,,3.18,BBC Two,,,,,Phil Crisp,0,150000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,1,KempController,402,15-Jul-09,2-Sep-09,15-Jul-09,Fitness/Sports/Outdoors,Harness to control horses,,3.18,BBC Two,,,,,Samantha Kemp,0,105000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,1,Stolat,403,15-Jul-09,2-Sep-09,15-Jul-09,Liquor/Alcohol,Quadruple distilled 40% vodka,,3.18,BBC Two,,,,,Anna and Mark Jezierski,1,250000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,1,Sweet-EscottAviationLtd,404,15-Jul-09,2-Sep-09,15-Jul-09,Green/CleanTech,An aviation renewable energy supply company,,3.18,BBC Two,,,,,Rupert Sweet-Escott,0,80000,49,163265,1,1,1,80000,49,163265,1,80000,49,,,,,,,,,,,,,,,,,80000,49,JamesCaan,1,1,1,1,,,1
7,1,TrueCallLtd,405,15-Jul-09,2-Sep-09,15-Jul-09,Software/Tech,A device to stop nuisance phone calls,,3.18,BBC Two,,,,,Steve Smith,0,100000,12.5,800000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,1,UStarNovels,406,15-Jul-09,2-Sep-09,15-Jul-09,Lifestyle/Home,Personalised romance novels,,3.18,BBC Two,,,,,Katie Olver,0,75000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,1,Westhawk,407,15-Jul-09,2-Sep-09,15-Jul-09,Electronics,Carbon fibre electric patio heaters,,3.18,BBC Two,,,,,Eddie Middleton,0,255000,48,531250,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,2,BassToneSlap,408,15-Jul-09,2-Sep-09,22-Jul-09,Business Services,High energy drumming performance for corporate team building,,3.34,BBC Two,,,,,Richard Enion and Michael Davis,1,50000,40,125000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,2,BlouseandSkirt,409,15-Jul-09,2-Sep-09,22-Jul-09,Fashion/Beauty,Fashion make-up brand for ethnic skin tones,,3.34,BBC Two,,,,,Beverly Binda,0,100000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,2,DriverEight,410,15-Jul-09,2-Sep-09,22-Jul-09,Lifestyle/Home,Wrist watch designed for drivers,,3.34,BBC Two,,,,,Spencer Philips,0,85000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,2,JJ'Hazan,411,15-Jul-09,2-Sep-09,22-Jul-09,Fitness/Sports/Outdoors,Poker player sponsorship,,3.34,BBC Two,,,,,Jeraint 'JJ' Hazan,0,65000,40,162500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,2,LondonWhistle,412,15-Jul-09,2-Sep-09,22-Jul-09,Fitness/Sports/Outdoors,Whistle alert for bicycles,,3.34,BBC Two,,,,,Peter Giles and Bhjata,1,75000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,2,RewardLifeLimited,413,15-Jul-09,2-Sep-09,22-Jul-09,Software/Tech,Online security storage for financial documents,,3.34,BBC Two,,,,,Chris and Robert Downham,1,100000,10,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,2,RotoSuite,414,15-Jul-09,2-Sep-09,22-Jul-09,Uncertain/Other,Revolving en-suite bathroom,,3.34,BBC Two,,,,,David Thomas,0,100000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,2,TalpaProductsLtd,415,15-Jul-09,2-Sep-09,22-Jul-09,Business Services,Magnamole - A device designed to thread cables through cavity walls,,3.34,BBC Two,,,,,Sharon Wright,0,50000,22.5,222222,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
