Season Number,Episode Number,Startup Name,Pitch Number,Season Start,Season End,Original Air Date,Industry,Business Description,Company Website,UK Viewership,Channel Name,Pitchers Gender,Pitchers Average Age,Pitchers City,Pitchers State,Entrepreneur Names,Multiple Entrepreneurs,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Deal Successful,Total Deal Amount,Total Deal Equity,Deal Valuation,Number of Dragons in Deal,Investment Amount Per Dragon,Equity Per Dragon,Royalty Deal,Advisory Shares Equity,Loan,Deal Has Conditions,Peter Jones Investment Amount,Peter Jones Investment Equity,Deborah Meaden Investment Amount,Deborah Meaden Investment Equity,Duncan Bannatyne Investment Amount,Duncan Bannatyne Investment Equity,Theo Paphitis Investment Amount,Theo Paphitis Investment Equity,Touker Suleyman Investment Amount,Touker Suleyman Investment Equity,Sara Davies Investment Amount,Sara Davies Investment Equity,Guest Investment Amount,Guest Investment Equity,Invested Guest Name,Peter Jones Present,Deborah Meaden Present,Duncan Bannatyne Present,Theo Paphitis Present,Touker Suleyman Present,Sara Davies Present,Guest Present
14,1,Writesize,936,24-Jul-16,26-Feb-17,24-Jul-16,Children/Education,Children's stationery pencils,,3.37,BBC Two,,,,,Ross Williams and Surlender Pendress,1,50000,12.5,400000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,2,LightLead,937,24-Jul-16,26-Feb-17,31-Jul-16,Media/Entertainment,Analogue optical musical instrument cable,,3.06,BBC Two,,,,,Danielle Barnett and David Holmes,1,70000,35,200000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,2,ProGains,938,24-Jul-16,26-Feb-17,31-Jul-16,Fitness/Sports/Outdoors,Nutrition meals for bodybuilders and athletes,,3.06,BBC Two,,,,,Marco Hajikypri,0,125000,5,2500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,2,SplashMaps,939,24-Jul-16,26-Feb-17,31-Jul-16,Children/Education,Clothing designed as maps,,3.06,BBC Two,,,,,David Overton,0,60000,15,400000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,2,UniversalManholeKeyKit,940,24-Jul-16,26-Feb-17,31-Jul-16,Uncertain/Other,Universal manhole cover lifting key kit,,3.06,BBC Two,,,,,Andrew Doris,0,40000,35,114286,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,3,i-stay,941,24-Jul-16,26-Feb-17,7-Aug-16,Fitness/Sports/Outdoors,Non-slip shoulder strap for bags and rucksacks,,2.77,BBC Two,,,,,Anneka Chauhan and John Chauhan,1,50000,10,500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,3,Iveson&Sage,942,24-Jul-16,26-Feb-17,7-Aug-16,Fashion/Beauty,Womenswear company,,2.77,BBC Two,,,,,Sarah Sleightolm and Beth Chilton,1,78000,25,312000,1,1,1,78000,25,312000,2,39000,12.5,,,,yes,39000,12.5,39000,12.5,,,,,,,,,,,,1,1,,,1,,
14,3,MiniYou,943,24-Jul-16,26-Feb-17,7-Aug-16,Uncertain/Other,Personalised model statues made using 3D-printing,,2.77,BBC Two,,,,,Sylvain Preumont,0,80000,15,533333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,3,TheSnafflingPig,944,24-Jul-16,26-Feb-17,7-Aug-16,Food and Beverage,Gourmet pork scratching snack company,,2.77,BBC Two,,,,,Nick Coleman and Andrew Allen,1,70000,20,350000,1,1,1,70000,20,350000,1,70000,20,,,,yes,,,,,,,,,,,,,70000,20,NickJenkins,1,1,,,1,,1
14,4,BeautyBoulevard,945,24-Jul-16,26-Feb-17,14-Aug-16,Fashion/Beauty,Glitter lipstick,,2.34,BBC Two,,,,,Rachel De Caux and Paula Short,1,65000,5,1300000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,4,MarxmanLimited,946,24-Jul-16,26-Feb-17,14-Aug-16,Uncertain/Other,Wall marking tool,,2.34,BBC Two,,,,,Martin Chard and Jenny David,1,50000,30,166667,1,1,1,50000,30,166667,1,50000,30,,,,,,,50000,30,,,,,,,,,,,,1,1,,,1,,
14,4,Peri'os,947,24-Jul-16,26-Feb-17,14-Aug-16,Food and Beverage,"Retail, restaurant franchise, sauce supply",,2.34,BBC Two,,,,,Faheem Badur,0,130000,10,1300000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,4,Spatap,948,24-Jul-16,26-Feb-17,14-Aug-16,Green/CleanTech,"Water-saving, eco-friendly, mobile tap and shower system",,2.34,BBC Two,,,,,Stuart Mason,0,65000,20,325000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,5,Cocofina,949,24-Jul-16,26-Feb-17,21-Aug-16,Food and Beverage,Wide range of coconut products,,3.43,BBC Two,,,,,Jacob Thundil,0,75000,20,375000,1,1,1,75000,20,375000,2,37500,10,,,,yes,,,,,,,,,,,,,75000,20,"NickJenkins,SarahWillingham",1,1,,,1,,2
14,5,DAIO,950,24-Jul-16,26-Feb-17,21-Aug-16,Fashion/Beauty,Safety device for hair appliances,,3.43,BBC Two,,,,,David Audsley,0,75000,20,375000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,5,FoamAromaUK,951,24-Jul-16,26-Feb-17,21-Aug-16,Food and Beverage,A redesigned takeaway coffee lid,,3.43,BBC Two,,,,,Tom Bell and Craig Bailey,1,80000,15,533333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,5,LittleBelters,952,24-Jul-16,26-Feb-17,21-Aug-16,Children/Education,Singing tuition for children,,3.43,BBC Two,,,,,Tina and Claire O'Brien,1,45000,15,300000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,6,KokosoSkinLimited,953,24-Jul-16,26-Feb-17,28-Aug-16,Fashion/Beauty,Organic coconut oil for baby skincare,,2.82,BBC Two,,,,,Lauren and Mark Taylor,1,50000,30,166667,1,1,1,50000,30,166667,1,50000,30,,,,yes,,,,,,,,,50000,30,,,,,,1,1,,,1,,
14,6,MagiLEDUKLtd,954,24-Jul-16,26-Feb-17,28-Aug-16,Lifestyle/Home,A silicon housing device for LED lighting,,2.82,BBC Two,,,,,Ranjit Sohal,0,50000,15,333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,6,MyPlinth,955,24-Jul-16,26-Feb-17,28-Aug-16,Lifestyle/Home,A stand device for mobile tablets,,2.82,BBC Two,,,,,John Bull,0,50000,25,200000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,6,PitPatPet,956,24-Jul-16,26-Feb-17,28-Aug-16,Pet Products,Dog Activity Monitor,,2.82,BBC Two,,,,,Andrew Nowell,0,150000,20,750000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,7,AppyParking,957,24-Jul-16,26-Feb-17,4-Sep-16,Software/Tech,An app to help drivers find parking spaces,,2.67,BBC Two,,,,,Nick Hubert,0,200000,15,1333333,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,7,G-Hold,958,24-Jul-16,26-Feb-17,4-Sep-16,Lifestyle/Home,Ergonomic hand holding device for drinks trays and tablets,,2.67,BBC Two,,,,,Alison Grieve,0,75000,7.5,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,7,Kidsflush,959,24-Jul-16,26-Feb-17,4-Sep-16,Children/Education,Musical flushing button for children,,2.67,BBC Two,,,,,Jamie Lawlor,0,40000,40,100000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,7,Retro-mixer,960,24-Jul-16,26-Feb-17,4-Sep-16,Lifestyle/Home,Adapter combining separate taps,,2.67,BBC Two,,,,,Artur Napiorkowski and Denny Schenk,1,45000,15,300000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,7,WellGelLondon,961,24-Jul-16,26-Feb-17,4-Sep-16,Fashion/Beauty,Chemical-free gel nail solution,,2.67,BBC Two,,,,,Mustafa Mehmet,0,70000,35,200000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,8,ActiveAway,962,24-Jul-16,26-Feb-17,28-Dec-16,Fitness/Sports/Outdoors,Tennis holiday provider,,2.04,BBC Two,,,,,Steven Davis and Matthew Allen,1,25000,20,125000,1,1,1,25000,20,125000,1,25000,20,,,,yes,25000,20,,,,,,,,,,,,,,1,1,,,1,,
14,8,CocoaOoze,963,24-Jul-16,26-Feb-17,28-Dec-16,Food and Beverage,Luxury handmade chocolate,,2.04,BBC Two,,,,,Jamie Hutcheon,0,70000,35,200000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,8,Danceacise,964,24-Jul-16,26-Feb-17,28-Dec-16,Fitness/Sports/Outdoors,Mats for dancing tuition,,2.04,BBC Two,,,,,Denis Ahmet and Tim Hamilton,1,150000,10,1500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,8,QuietRebellion,965,24-Jul-16,26-Feb-17,28-Dec-16,Fashion/Beauty,Socks brand,,2.04,BBC Two,,,,,Alex Miles and Ini Weston,1,75000,10,750000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,8,TheRovernighter,966,24-Jul-16,26-Feb-17,28-Dec-16,Pet Products,Travelling bed cot for dogs,,2.04,BBC Two,,,,,Ruth Lucas,0,75000,20,375000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,9,DoorJammer,967,24-Jul-16,26-Feb-17,1-Jan-17,Lifestyle/Home,Portable personal security device,,2.31,BBC Two,,,,,Roger Willems and Phil Stratford,1,80000,15,533333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,9,GreatGrub,968,24-Jul-16,26-Feb-17,1-Jan-17,Food and Beverage,Halal sandwich food-to-go business,,2.31,BBC Two,,,,,Sunil Kavuri,0,80000,5,1600000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,9,LoveKeepCreate,969,24-Jul-16,26-Feb-17,1-Jan-17,Fashion/Beauty,Keepsake clothing company,,2.31,BBC Two,,,,,Rachel Day and Merry Whitaker,1,50000,10,500000,1,1,1,50000,10,500000,1,50000,10,,,,,,,50000,10,,,,,,,,,,,,1,1,,,1,,
14,9,TickX,970,24-Jul-16,26-Feb-17,1-Jan-17,Software/Tech,Price comparison website,,2.31,BBC Two,,,,,Sam Coley and Steve Pearce,1,75000,15,500000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,10,HandiScoop,971,24-Jul-16,26-Feb-17,8-Jan-17,Pet Products,Grabbing aids for dog poo,,2.79,BBC Two,,,,,John Nickels,0,45000,15,300000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,10,HulaFit,972,24-Jul-16,26-Feb-17,8-Jan-17,Fitness/Sports/Outdoors,High energy hula-hoop fitness class,,2.79,BBC Two,,,,,Anna and Rowan Byrne,1,80000,15,533333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,10,IglooDisco,973,24-Jul-16,26-Feb-17,8-Jan-17,Fitness/Sports/Outdoors,Alternative marquee hire,,2.79,BBC Two,,,,,Danny Savage,0,80000,20,400000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,10,Lupo,974,24-Jul-16,26-Feb-17,8-Jan-17,Software/Tech,Bluetooth finder and tracker,,2.79,BBC Two,,,,,Vincenz Clemt and Raj Sark,1,100000,30,333333,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,10,NotDogs,975,24-Jul-16,26-Feb-17,8-Jan-17,Food and Beverage,Vegetarian fast food,,2.79,BBC Two,,,,,Jane Yates and Katie McDermott,1,75000,15,500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,11,BespokeVerse,976,24-Jul-16,26-Feb-17,15-Jan-17,Lifestyle/Home,Rhyme-themed gifts,,2.89,BBC Two,,,,,Joanna Miller,0,50000,20,250000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,11,IlluminatedApparel,977,24-Jul-16,26-Feb-17,15-Jan-17,Fashion/Beauty,Interactive glow t-shirts,,2.89,BBC Two,,,,,Rob Manley,0,50000,20,250000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,11,LoveMeBeauty,978,24-Jul-16,26-Feb-17,15-Jan-17,Fashion/Beauty,Beauty products subscription service,,2.89,BBC Two,,,,,Oliver Gauci,0,80000,8,1000000,1,1,1,80000,8,1000000,2,40000,4,,,,,,,,,,,,,,,,,80000,8,"NickJenkins,SarahWillingham",1,1,,,1,,2
14,11,TheSci-Tie,979,24-Jul-16,26-Feb-17,15-Jan-17,Fashion/Beauty,Biodegradable cable ties,,2.89,BBC Two,,,,,Simon Moore,0,80000,20,400000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,11,Waxu,980,24-Jul-16,26-Feb-17,15-Jan-17,Fashion/Beauty,Intimate waxing,,2.89,BBC Two,,,,,Gemma Cafferkey,0,50000,10,500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,12,AGirlforAllTime,981,24-Jul-16,26-Feb-17,29-Jan-17,Children/Education,Toy dolls with books,,2.68,BBC Two,,,,,Frances Cain,0,70000,10,700000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,12,Aenea,982,24-Jul-16,26-Feb-17,29-Jan-17,Fashion/Beauty,Beauty salon franchise,,2.68,BBC Two,,,,,Damien Zannetou,0,100000,10,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,12,CYCLWingLights,983,24-Jul-16,26-Feb-17,29-Jan-17,Fitness/Sports/Outdoors,Detachable bicycle indicators,,2.68,BBC Two,,,,,Agostino Stilli and Luca Amaduzzi,1,45000,12.5,360000,1,1,1,45000,12.5,360000,1,45000,12.5,,,,,,,,,,,,,,,,,45000,12.5,NickJenkins,1,1,,,1,,1
14,12,JustBeeDrinks,984,24-Jul-16,26-Feb-17,29-Jan-17,Food and Beverage,"Honey-infused, fruit-flavoured water",,2.68,BBC Two,,,,,Joe Harper and Andy Sugden,1,65000,10,650000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,13,Braci,985,24-Jul-16,26-Feb-17,5-Feb-17,Media/Entertainment,Exclusive rights to sell sound recognition products in the UK,,2.63,BBC Two,,,,,Juma El-Awaisi and Anwar Almojarkesh,1,50000,20,250000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,13,Lingotot,986,24-Jul-16,26-Feb-17,5-Feb-17,Children/Education,Language classes for children,,2.63,BBC Two,,,,,Angela Sterling,0,50000,10,500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,13,Patlock,987,24-Jul-16,26-Feb-17,5-Feb-17,Lifestyle/Home,Home security device for conservatory doors,,2.63,BBC Two,,,,,Craig Knott,0,90000,10,900000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,13,Watmuff&Beckett,988,24-Jul-16,26-Feb-17,5-Feb-17,Food and Beverage,Fresh soup and risotto business,,2.63,BBC Two,,,,,Andrew Watmuff,0,75000,20,375000,1,1,1,75000,20,375000,1,75000,20,,,,yes,,,,,,,,,,,,,75000,20,NickJenkins,1,1,,,1,,1
14,14,CombandBlade,989,24-Jul-16,26-Feb-17,12-Feb-17,Software/Tech,Online men's grooming retailer,,2.72,BBC Two,,,,,Kevin Moore,0,45000,15,300000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,14,NutrifizLtd,990,24-Jul-16,26-Feb-17,12-Feb-17,Health/Wellness,Effervescent health tablets,,2.72,BBC Two,,,,,David Hastie,0,75000,10,750000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,14,SanitaryOwl,991,24-Jul-16,26-Feb-17,12-Feb-17,Green/CleanTech,Subscription service for recyclable menstruation products,,2.72,BBC Two,,,,,Alec Mills and Celia Pool,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,14,Shnuggle,992,24-Jul-16,26-Feb-17,12-Feb-17,Children/Education,Baby bath and bed products,,2.72,BBC Two,,,,,Sinead and Adam Murphy,1,75000,25,300000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,14,SnugsEarphones,993,24-Jul-16,26-Feb-17,12-Feb-17,Lifestyle/Home,Custom fit earphones,,2.72,BBC Two,,,,,Paul Jobin,0,80000,5,1600000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,15,Autoblaze,994,24-Jul-16,26-Feb-17,19-Feb-17,Lifestyle/Home,Wood-burning stove ignition system,,2.64,BBC Two,,,,,Matthew Statham,0,150000,15,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,15,HowdahFoodsandSnacks,995,24-Jul-16,26-Feb-17,19-Feb-17,Food and Beverage,Indian foods and snacks,,2.64,BBC Two,,,,,Falu Shah,0,100000,17.5,571429,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,15,M14Industries,996,24-Jul-16,26-Feb-17,19-Feb-17,Software/Tech,Dating app platform,,2.64,BBC Two,,,,,John Kershaw,0,80000,20,400000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,15,MicroFitness,997,24-Jul-16,26-Feb-17,19-Feb-17,Children/Education,Fitness for children,,2.64,BBC Two,,,,,Steven Reynolds,0,100000,15,666667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,15,RippedLuggageLtd,998,24-Jul-16,26-Feb-17,19-Feb-17,Lifestyle/Home,Six-pack inspired luggage range,,2.64,BBC Two,,,,,Adam Stevenson,0,60000,20,300000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,16,Gruhme,999,24-Jul-16,26-Feb-17,26-Feb-17,Fashion/Beauty,Men's grooming products,,2.79,BBC Two,,,,,Robert Hallmark,0,75000,15,500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,16,RuggedInteractive,1000,24-Jul-16,26-Feb-17,26-Feb-17,Fitness/Sports/Outdoors,Motivational fitness technology,,2.79,BBC Two,,,,,Simon Heap,0,100000,30,333333,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,16,Selwyn'sSeafood,1001,24-Jul-16,26-Feb-17,26-Feb-17,Food and Beverage,Seaweed snacks,,2.79,BBC Two,,,,,Ashley and Kate Jones,1,70000,20,350000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,16,SupperDeliveries,1002,24-Jul-16,26-Feb-17,26-Feb-17,Food and Beverage,On-demand high-end food delivery,,2.79,BBC Two,,,,,Peter Georgiou,0,100000,10,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
15,1,Bikeaway,1003,20-Aug-17,18-Feb-18,20-Aug-17,Health/Wellness,Protection for bike lockers and stands,,2.82,BBC Two,,,,,Jason Hamlyn,0,600000,50,1200000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
15,1,CreativeNature,1004,20-Aug-17,18-Feb-18,20-Aug-17,Food and Beverage,"High-protein snack bars, superfoods, and organic baking mixes",,2.82,BBC Two,,,,,Julianne Ponan,0,75000,25,300000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
15,1,PlayFiveASideLtd,1005,20-Aug-17,18-Feb-18,20-Aug-17,Fitness/Sports/Outdoors,Sports pitch hire,,2.82,BBC Two,,,,,Nilesh Pandit,0,100000,12.5,800000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
15,1,Pouch,1006,20-Aug-17,18-Feb-18,20-Aug-17,Software/Tech,A free browser extension which looks to save web users time and money on voucher codes,,2.82,BBC Two,,,,,Ben Corrigan and Jonny Plein,1,75000,18,416667,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
15,2,BookbarnInternationalLimited,1007,20-Aug-17,18-Feb-18,27-Aug-17,Lifestyle/Home,Somerset-based books,,2.29,BBC Two,,,,,Fenna Leake and William Pryor,1,100000,10,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
15,2,HuxleyHound,1008,20-Aug-17,18-Feb-18,27-Aug-17,Pet Products,Organic vegetable treats for dogs,,2.29,BBC Two,,,,,Mike and Zena Dean,1,50000,15,333333,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
15,2,NaturalNutrients,1009,20-Aug-17,18-Feb-18,27-Aug-17,Health/Wellness,Natural supplements,,2.29,BBC Two,,,,,Liam Sheriff and Craig Newbigin,1,100000,40,250000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
15,2,PlaneIndustries,1010,20-Aug-17,18-Feb-18,27-Aug-17,Lifestyle/Home,"Luxury furniture, stationery and luggage aircraft scraps",,2.29,BBC Two,,,,,Ben and Harry Tucker,1,80000,10,800000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
15,3,GoBubbleLtd,1011,20-Aug-17,18-Feb-18,3-Sep-17,Liquor/Alcohol,Champagne preserving bottle tops,,2.77,BBC Two,,,,,Michael Gormley,0,200000,5,4000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
15,3,SpicedbyRayeesa,1012,20-Aug-17,18-Feb-18,3-Sep-17,Food and Beverage,Fresh frozen curry sauce,,2.77,BBC Two,,,,,Rayeesa Asghar-Sandys,0,75000,12,625000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
15,3,TemporaryForevers,1013,20-Aug-17,18-Feb-18,3-Sep-17,Lifestyle/Home,"Versatile leather bags designed to carry laptops, gadgets and photography equipment",,2.77,BBC Two,,,,,Alex Buzaianu,0,90000,35,257143,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
15,3,TextAPotato,1014,20-Aug-17,18-Feb-18,3-Sep-17,Lifestyle/Home,Vegetable gift service,,2.77,BBC Two,,,,,Jonathan Brook and Hayley Hollonds,1,40000,30,133333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
15,3,TheWoolCoutureCompany,1015,20-Aug-17,18-Feb-18,3-Sep-17,Business Services,"Online retailer for Big wool yarns and finished goods, knitting kits and tools",,2.77,BBC Two,,,,,Claire Gelder,0,50000,30,166667,1,1,1,50000,30,166667,2,25000,15,,,,,,,,,,,,,25000,15,,,25000,15,TejLalvani,1,1,,,1,,1
15,4,Dock&Bay,1016,20-Aug-17,18-Feb-18,10-Sep-17,Lifestyle/Home,Beach and travel brand specialising in micro-fibre towel products,,2.46,BBC Two,,,,,Andy Jefferies and Ben Muller,1,75000,10,750000,1,1,1,75000,10,750000,1,75000,10,,,,,,,75000,10,,,,,,,,,,,,1,1,,,1,,
15,4,LovebombCushionsLtd,1017,20-Aug-17,18-Feb-18,10-Sep-17,Lifestyle/Home,Novelty plush goods based on emojis,,2.46,BBC Two,,,,,Sarah Agar-Brennan,0,80000,30,266667,1,1,1,80000,30,266667,1,80000,30,,,,,,,,,,,,,,,,,80000,30,"TejLalvani,JennyCampbell",1,1,,,1,,2
15,5,BKD,1018,20-Aug-17,18-Feb-18,24-Sep-17,Children/Education,A children's baking brand that combines baking with a craft activity,,2.44,BBC Two,,,,,Adelle Smith,0,80000,35,228571,1,1,1,80000,35,228571,1,80000,35,,,,,80000,35,,,,,,,,,,,,,,1,1,,,1,,
15,5,DaughterOfTheSoilSkincare,1019,20-Aug-17,18-Feb-18,24-Sep-17,Fashion/Beauty,Shea-based and sesame-based skincare products,,2.44,BBC Two,,,,,Maria Magembe and Hellen Lawuo-Meena,1,60000,10,600000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
15,5,KwizzBit,1020,20-Aug-17,18-Feb-18,24-Sep-17,Fitness/Sports/Outdoors,Cloud-based quiz trivia game,,2.44,BBC Two,,,,,Mark Walsh,0,80000,10,800000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
15,5,SentIntoSpace,1021,20-Aug-17,18-Feb-18,24-Sep-17,Uncertain/Other,Send things into near space - e.g. ashes for funeral service,,2.44,BBC Two,,,,,Chris Rose and Alex Baker,1,130000,35,371429,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
15,6,Corner,1022,20-Aug-17,18-Feb-18,1-Oct-17,Software/Tech,App based boxing performance tracker,,2.64,BBC Two,,,,,Charles Burr and Jerry Krylov,1,50000,5,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
15,6,Dappad,1023,20-Aug-17,18-Feb-18,1-Oct-17,Software/Tech,Online personal styling service for men,,2.64,BBC Two,,,,,Erika Nilsson-Humphrey,0,75000,7.5,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
15,6,Nana'sManners,1024,20-Aug-17,18-Feb-18,1-Oct-17,Children/Education,Children's cutlery,,2.64,BBC Two,,,,,Catherine and Chris Baldrey-Chourio,1,50000,20,250000,1,1,1,50000,20,250000,1,50000,20,,,,,,,,,,,,,50000,20,,,,,,1,1,,,1,,
15,6,TheOomph,1025,20-Aug-17,18-Feb-18,1-Oct-17,Food and Beverage,In-cup coffee brewer,,2.64,BBC Two,,,,,Matthew Deasy,0,40000,15,266667,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
15,7,BeeLine,1026,20-Aug-17,18-Feb-18,8-Oct-17,Software/Tech,App based navigation devices for cyclists,,2.39,BBC Two,,,,,Tom Putnam and Mark Jenner,1,100000,2.5,4000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
15,7,CorkYogis,1027,20-Aug-17,18-Feb-18,8-Oct-17,Fitness/Sports/Outdoors,Luxury cork yoga mats,,2.39,BBC Two,,,,,Lara Sengupta,0,50000,15,333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
15,7,GlobalDisplay,1028,20-Aug-17,18-Feb-18,8-Oct-17,Green/CleanTech,Eco-friendly mannequin displays,,2.39,BBC Two,,,,,Alan Pegram,0,90000,10,900000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
15,7,TellTails,1029,20-Aug-17,18-Feb-18,8-Oct-17,Fashion/Beauty,Costume tails,,2.39,BBC Two,,,,,Hannah Gourlay,0,70000,25,280000,1,1,1,70000,25,280000,1,70000,25,,,,,,,70000,25,,,,,,,,,,,,1,1,,,1,,
15,8,B-Tempted,1030,20-Aug-17,18-Feb-18,15-Oct-17,Food and Beverage,Gluten-free cakes,,2.39,BBC Two,,,,,Sarah Hilleary,0,75000,40,187500,1,1,1,75000,40,187500,1,75000,40,,,,yes,,,,,,,,,,,,,75000,40,TejLalvani,1,1,,,1,,1
